Username,Name,Location,Description,Website,Verified,Followers,Followings,Public member,Likes,Total tweets,Date created,Default theme,Default photo,Tweet's source,Tweet's geotagged,Tweet's retweets,Tweet's likes,Tweet's mentions,Tweet's hashtags,Tweet's link
Xfourty40,Mooreplus Multimedia ✳️,"Greater Accra, Ghana",Entertainment Personified.,https://t.co/oABpIz6jAl,FALSE,637,67,5,179,1411,2010-07-20 10:52:14+00:00,FALSE,FALSE,Twitter for Android,,1,1,[],"[{'text': 'Covid', 'indices': [73, 79]}, {'text': 'Peterobi', 'indices': [80, 89]}, {'text': 'apc', 'indices': [90, 94]}, {'text': 'jagaban', 'indices': [95, 103]}]",[]
rhonda_mangus,Rhonda Mangus,New York,"I'm standing up for your Freedom of Choice! 🇺🇸 🌎
#NoVaccineMandates 🇺🇸 🌎 #NoMaskMandates  🇺🇸 🌎 #NoVaccinePassport

Retweets/follows/links ≠ endorsement",,FALSE,2351,4480,67,38966,54391,2010-11-07 14:31:10+00:00,FALSE,FALSE,Twitter Web App,,2,2,[],"[{'text': 'Holocaust', 'indices': [93, 103]}, {'text': 'HolocaustMemorialDay', 'indices': [104, 125]}, {'text': 'Eugenics', 'indices': [126, 135]}, {'text': 'Resist', 'indices': [136, 143]}, {'text': 'DoNotComplay', 'indices': [144, 157]}, {'text': 'History', 'indices': [158, 166]}, {'text': 'Propaganda', 'indices': [167, 178]}, {'text': 'COVID', 'indices': [179, 185]}, {'text': 'Germany', 'indices': [186, 194]}, {'text': 'Medicine', 'indices': [195, 204]}, {'text': 'discrimination', 'indices': [205, 220]}, {'text': 'apartheid', 'indices': [221, 231]}, {'text': 'euthanasia', 'indices': [232, 243]}, {'text': 'genocide', 'indices': [244, 253]}, {'text': 'USA', 'indices': [254, 258]}, {'text': 'NeverAgain', 'indices': [259, 270]}, {'text': 'WakeUp', 'indices': [271, 278]}]","[{'url': 'https://t.co/Qr9M1pU2sk', 'expanded_url': 'https://www.technocracy.news/vera-sharav-unless-all-of-us-resist-never-again-is-now/?fbclid=IwAR1oUCbcD3We8pp8VgCpXV4J7V_CmHvm2BUENReCRm2aKqBQmD2_jUzuYpk', 'display_url': 'technocracy.news/vera-sharav-un…', 'indices': [69, 92]}]"
ChinaCG_Muc,Chinesisches Generalkonsulat in München,Munich,"中华人民共和国驻慕尼黑总领事馆
Generalkonsulat der VR China in München
Consulate General of the PRC in Munich",https://t.co/xyQpLMfkDa,TRUE,1978,364,32,70,907,2021-10-07 09:24:30+00:00,TRUE,FALSE,Twitter Web App,,0,0,[],"[{'text': 'China', 'indices': [0, 6]}, {'text': 'Tibet', 'indices': [9, 15]}, {'text': 'COVID', 'indices': [107, 113]}, {'text': 'agriculture', 'indices': [127, 139]}, {'text': 'pandemic', 'indices': [140, 149]}]","[{'url': 'https://t.co/ZYJr1Ix1pE', 'expanded_url': 'https://twitter.com/XHNews/status/1562744000054194176', 'display_url': 'twitter.com/XHNews/status/…', 'indices': [150, 173]}]"
AVintenAuthor,Alice Vinten,"Southend-on-Sea, East",Mother. Author. Feminist. Activist. Ex-Met Police officer. @guardian contributor. Talking Head (BBC News) Rep’d by @EveWhiteAgency Also @TNolanAuthor,https://t.co/LB0PyA4fwd,FALSE,3545,4415,18,30119,13941,2016-04-28 06:56:07+00:00,TRUE,FALSE,Twitter for iPhone,,1,1,[],"[{'text': 'DAY8', 'indices': [0, 5]}, {'text': 'COVID', 'indices': [6, 12]}]",[]
JamesValvis,James Valvis,South of Heaven,"Poet, Short Story Writer, Pastelist, Husband, Father, Christian,Vet. Work in Ploughshares, The Sun, Best American Poetry, winner of Rattle's Neil Postman Award.",https://t.co/xGrCqq84iA,FALSE,604,607,32,4756,26760,2009-03-11 18:58:46+00:00,FALSE,FALSE,Twitter Web App,,0,0,[],"[{'text': 'Covid', 'indices': [10, 16]}]","[{'url': 'https://t.co/ADMXjya9jW', 'expanded_url': 'https://twitter.com/KatiePavlich/status/1562487969268649985', 'display_url': 'twitter.com/KatiePavlich/s…', 'indices': [281, 304]}]"
littleredblog,littleredblog,,@realdonaldtrump #ByeDon Blocked by @DLoesch @WayneDupreeShow Black Women Matter,,FALSE,16055,14208,78,64154,265867,2012-08-18 14:08:33+00:00,TRUE,FALSE,Twitter for iPad,,1,1,"[{'screen_name': 'detroitnews', 'name': 'The Detroit News', 'id': 16543775, 'id_str': '16543775', 'indices': [92, 104]}]","[{'text': 'Trump', 'indices': [7, 13]}, {'text': 'COVID', 'indices': [39, 45]}, {'text': 'FDA', 'indices': [59, 63]}]","[{'url': 'https://t.co/llerzKTL2B', 'expanded_url': 'https://www.detroitnews.com/story/news/nation/2022/08/24/panel-trump-staffers-pushed-hydroxychloroquine-fda/7886563001/', 'display_url': 'detroitnews.com/story/news/nat…', 'indices': [64, 87]}]"
sqlglen,Glen Small,UK,"Tech Manager, keen cyclist, owned by 3 golden retrievers.",https://t.co/ardP9uCZ8u,FALSE,5,8,0,29,20,2021-03-08 22:12:48+00:00,TRUE,FALSE,Bambu by Sprout Social,,1,2,"[{'screen_name': 'Walgreens', 'name': 'Walgreens', 'id': 46177695, 'id_str': '46177695', 'indices': [42, 52]}]","[{'text': 'COVID', 'indices': [21, 27]}, {'text': 'pandemic', 'indices': [31, 40]}, {'text': 'lakehouse', 'indices': [60, 70]}]","[{'url': 'https://t.co/od2ZZ2pv0k', 'expanded_url': 'https://sprou.tt/1T0k1V11tEe', 'display_url': 'sprou.tt/1T0k1V11tEe', 'indices': [241, 264]}]"
alkanomega,le Couteau,The United Kingdom,"Lyin' dog faced pony soldier!
NHS surgeon

Wo aber Gefahr ist, wachst/ Das Rettende auch
(where there is danger, that which will save us also grows) - Holderlin",https://t.co/Jh6f2sxetB,FALSE,559,2385,18,10608,35545,2011-12-09 20:03:13+00:00,FALSE,FALSE,Twitter for Android,,1,1,"[{'screen_name': 'Jeane_F1', 'name': 'Jeane Freeman', 'id': 190328594, 'id_str': '190328594', 'indices': [21, 30]}]","[{'text': 'Sturgeon', 'indices': [53, 62]}, {'text': 'Covid', 'indices': [94, 100]}, {'text': 'SNP', 'indices': [171, 175]}, {'text': 'declineandfall', 'indices': [176, 191]}]",[]
ConnectGujarat,ConnectGujarat,"गुजरात, भारत","India's 1st ISO Certified Digital News Portal, providing voice to the unheard & responsible media channel for people stories & trending info. #BeyondJustNews",https://t.co/ZrIMFBwuyT,FALSE,4389,1801,68,3505,188848,2015-09-26 08:13:29+00:00,FALSE,FALSE,Hocalwire Social Share,,2,1,[],"[{'text': 'positive', 'indices': [65, 74]}, {'text': 'monkeypox', 'indices': [75, 85]}, {'text': 'COVID', 'indices': [86, 92]}, {'text': 'HIV', 'indices': [93, 97]}, {'text': 'World', 'indices': [98, 104]}, {'text': 'Internationalnews', 'indices': [105, 123]}, {'text': 'Healthnews', 'indices': [124, 135]}]","[{'url': 'https://t.co/VdgpX2AF7p', 'expanded_url': 'https://connectgujarat.com/lifestyle/health-fitness/man-tests-positive-for-monkeypox-covid-and-hiv-at-the-same-time-1435487?utm_campaign=pubshare&utm_source=Twitter&utm_medium=3690561734&utm_content=auto-link&utm_id=14186', 'display_url': 'connectgujarat.com/lifestyle/heal…', 'indices': [136, 159]}]"
TibetNews11,Tibet News,Italia,Notizie dal Tibet / Italian News Agency About Xizang,,FALSE,1128,176,360,47,192872,2014-11-12 12:11:42+00:00,FALSE,FALSE,Twitter Web App,,1,1,[],"[{'text': 'test', 'indices': [0, 5]}, {'text': 'anti', 'indices': [6, 11]}, {'text': 'Covid', 'indices': [12, 18]}, {'text': 'remote', 'indices': [28, 35]}, {'text': 'comunità', 'indices': [36, 45]}, {'text': 'pastorali', 'indices': [46, 56]}]",[]
ptcnews,ਪੀਟੀਸੀ ਨਿਊਜ਼ | PTC News,"Mohali, India","Official Twitter account of PTC NEWS, the leading Punjabi News channel, a source of all news related to Punjab and Punjabiyat worldwide.",https://t.co/UU8bdorQH9,TRUE,61737,6,85,212,135622,2012-09-29 09:27:40+00:00,FALSE,FALSE,TweetDeck,,2,3,[],"[{'text': 'Deadlyvirus', 'indices': [63, 75]}, {'text': 'covid', 'indices': [77, 83]}, {'text': 'monkeypox', 'indices': [85, 95]}, {'text': 'HIV', 'indices': [97, 101]}, {'text': 'Italianman', 'indices': [103, 114]}, {'text': 'Italy', 'indices': [116, 122]}, {'text': 'mantestpositivefor3virus', 'indices': [124, 149]}, {'text': '3virusatsametime', 'indices': [151, 168]}]","[{'url': 'https://t.co/YzFkQu1fRH', 'expanded_url': 'https://ptcnews.tv/man-tests-positive-for-covid-monkeypox-and-hiv-at-same-time/', 'display_url': 'ptcnews.tv/man-tests-posi…', 'indices': [171, 194]}]"
dayashappiness_,Andrew | 🧩 | 💌 | NO TERFS IN 🇺🇦 SUPPORT,"Melbourne, Australia","""I don't need a ride, I need ammunition"" - Ukraine President Volodymyr Zelenskyy 🇺🇦🇺🇦

🌠multi-fandom🌠",https://t.co/SKbEvse1aw,FALSE,107,82,1,44862,9392,2021-09-22 16:10:20+00:00,TRUE,FALSE,Twitter Web App,,0,0,"[{'screen_name': 'JOHNPAULMABBS', 'name': 'Hegelian Dialectic', 'id': 424166919, 'id_str': '424166919', 'indices': [0, 14]}]","[{'text': 'maskup', 'indices': [180, 187]}, {'text': 'covid', 'indices': [188, 194]}, {'text': 'CovidIsNotOver', 'indices': [195, 210]}, {'text': 'getvaccinated', 'indices': [211, 225]}, {'text': 'vaccinated', 'indices': [226, 237]}, {'text': 'covid19', 'indices': [238, 246]}, {'text': 'wearamask', 'indices': [247, 257]}, {'text': 'wearyourmask', 'indices': [258, 271]}]","[{'url': 'https://t.co/jW0hNJFyZb', 'expanded_url': 'https://twitter.com/JOHNPAULMABBS/status/1562491329925357568', 'display_url': 'twitter.com/JOHNPAULMABBS/…', 'indices': [272, 295]}]"
cliffordribner,Clifford Ribner,"Tulsa, Oklahoma","Clifford Ribner holds both a J.D. and an LL.M (in Tax) from New York University School of Law and graduated A.B. Magna Cum Laude, Cornell University",https://t.co/BCI4NCX3OT,FALSE,24,18,1,19,4258,2012-05-16 12:13:46+00:00,FALSE,FALSE,CliffordRibnerWeb,,2,2,[],"[{'text': 'biden', 'indices': [52, 58]}, {'text': 'ccp', 'indices': [59, 63]}, {'text': 'covid', 'indices': [64, 70]}, {'text': 'fauci', 'indices': [71, 77]}, {'text': 'trump', 'indices': [78, 84]}]","[{'url': 'https://t.co/ijuAbRdnDL', 'expanded_url': 'https://cliffordribner.com/?p=339384&wpwautoposter=1661423150', 'display_url': 'cliffordribner.com/?p=339384&wpwa…', 'indices': [85, 108]}]"
cliffordribner,Clifford Ribner,"Tulsa, Oklahoma","Clifford Ribner holds both a J.D. and an LL.M (in Tax) from New York University School of Law and graduated A.B. Magna Cum Laude, Cornell University",https://t.co/BCI4NCX3OT,FALSE,24,18,1,19,4258,2012-05-16 12:13:46+00:00,FALSE,FALSE,CliffordRibnerWeb,,2,2,[],"[{'text': 'cdc', 'indices': [58, 62]}, {'text': 'covid', 'indices': [63, 69]}, {'text': 'newyorktimes', 'indices': [70, 83]}]","[{'url': 'https://t.co/PGv0VYmSAd', 'expanded_url': 'https://cliffordribner.com/?p=339393&wpwautoposter=1661423148', 'display_url': 'cliffordribner.com/?p=339393&wpwa…', 'indices': [84, 107]}]"
PatFenelonITV,Pat Fenelon 🎥,Birmingham UK,Cameraman / Editor / CAA Drone Pilot based in the Midlands.Bronze award for picking a brick up from the depths of Stechford baths in my pyjamas circa 1972,https://t.co/3hJRf6Gb1z,FALSE,881,97,25,1228,3499,2009-02-07 21:12:21+00:00,FALSE,FALSE,Twitter Web App,,12,18,"[{'screen_name': 'ITVCentral', 'name': 'ITV News Central', 'id': 33184246, 'id_str': '33184246', 'indices': [0, 11]}, {'screen_name': 'CockshutHillSch', 'name': 'Cockshut Hill School', 'id': 2443855537, 'id_str': '2443855537', 'indices': [20, 36]}, {'screen_name': 'JournoChar', 'name': 'Charlotte Cross', 'id': 422858974, 'id_str': '422858974', 'indices': [187, 198]}]","[{'text': 'GCSE', 'indices': [59, 64]}, {'text': 'covid', 'indices': [123, 129]}]",[]
PublicVibe,PublicVibe,"Hyderabad, India",PublicVibe(formerly NewsDistill)bridges the regional #news gap through innovative #algorithms.,https://t.co/J5vUMoWp3N,FALSE,1049,752,9,1789,27305,2015-05-21 03:32:44+00:00,FALSE,FALSE,Twitter Web App,,2,1,[],"[{'text': 'Monkeypox', 'indices': [125, 135]}, {'text': 'HIV', 'indices': [136, 140]}, {'text': 'Covid', 'indices': [141, 147]}, {'text': 'Italian', 'indices': [148, 156]}, {'text': 'PublicVibe', 'indices': [166, 177]}]","[{'url': 'https://t.co/vhPiY18nHc', 'expanded_url': 'https://bit.ly/3wtgmHk', 'display_url': 'bit.ly/3wtgmHk', 'indices': [101, 124]}, {'url': 'https://t.co/r1qNdjMnIX', 'expanded_url': 'https://bit.ly/3et318y', 'display_url': 'bit.ly/3et318y', 'indices': [197, 220]}]"
NewsOrkney,The Orkney News,Orkney Scotland,"The Orkney News
 is a community based, not for profit, free to view online newspaper bringing the alternative news to Orkney.",https://t.co/Pay2Kj66Gk,FALSE,2704,155,34,10511,21558,2017-01-30 21:57:47+00:00,FALSE,FALSE,WordPress.com,,2,2,[],"[{'text': 'Covid', 'indices': [3, 9]}]","[{'url': 'https://t.co/2GM5NGQfxp', 'expanded_url': 'https://theorkneynews.scot/2022/08/25/57-covid-related-deaths-in-scotland-weekly-update-2/', 'display_url': 'theorkneynews.scot/2022/08/25/57-…', 'indices': [52, 75]}]"
FionaGrahame,Fiona Grahame,Orkney Scotland,"Journalist,editor, knitter, geek",https://t.co/KZlZrpB9uU,FALSE,3261,875,90,152994,170240,2010-09-06 22:16:36+00:00,FALSE,FALSE,WordPress.com,,2,1,[],"[{'text': 'Covid', 'indices': [3, 9]}]","[{'url': 'https://t.co/CbIsTLGkak', 'expanded_url': 'https://theorkneynews.scot/2022/08/25/57-covid-related-deaths-in-scotland-weekly-update-2/', 'display_url': 'theorkneynews.scot/2022/08/25/57-…', 'indices': [52, 75]}]"
Rob_de_Poorter,Rob de Poorter,"London, England","“let’s make things better” (ex Philips quote)for all! No stiff upper lip here! so free to speak and free to listen, communication works 2-ways :-)",https://t.co/Rs40pRctGN,FALSE,15,61,0,51,66,2010-12-22 02:14:53+00:00,TRUE,FALSE,Twitter for iPhone,,2,2,"[{'screen_name': 'LATAMAirlines', 'name': 'LATAM Airlines', 'id': 4893080543, 'id_str': '4893080543', 'indices': [0, 14]}]","[{'text': 'latamcusterservices', 'indices': [15, 35]}, {'text': 'COVID', 'indices': [102, 108]}]",[]
skape_ed,SKAPE,"Edinburgh, UK","The Centre for Science, Knowledge and Policy at @EdinburghUni.",https://t.co/WD62ugqDC6,FALSE,3049,1606,181,3617,24713,2014-06-27 13:16:07+00:00,TRUE,FALSE,Twitter Web App,,2,5,"[{'screen_name': 'SteveHilgartner', 'name': 'Stephen Hilgartner', 'id': 3033324172, 'id_str': '3033324172', 'indices': [143, 159]}, {'screen_name': 'Cornell', 'name': 'Cornell University', 'id': 17369110, 'id_str': '17369110', 'indices': [161, 169]}, {'screen_name': 'CompCoRe_STS', 'name': 'CompCoRe Network', 'id': 1340757755938951171, 'id_str': '1340757755938951171', 'indices': [202, 215]}]","[{'text': 'COVID', 'indices': [228, 234]}]","[{'url': 'https://t.co/1ewfPqACPs', 'expanded_url': 'https://www.skape.ed.ac.uk/events/covid-19-in-comparative-perspective-varieties-of-pandemic-politics/', 'display_url': 'skape.ed.ac.uk/events/covid-1…', 'indices': [256, 279]}]"
ZZNYiu,Zenas Yiu,"Manchester, England","@OfficialUoM Clinical Senior Lecturer in #Dermatology #RxEpi
working on #Psoriasis @BADBIR @PsoProtect 
@BrJDermatol Associate Editor for Guidelines",https://t.co/8a98YDeTFE,FALSE,1186,1702,7,4419,1448,2017-08-03 15:03:52+00:00,TRUE,FALSE,Twitter for iPhone,,1,4,"[{'screen_name': 'IQVIA_global', 'name': 'IQVIA', 'id': 727448203180822528, 'id_str': '727448203180822528', 'indices': [171, 184]}]","[{'text': 'ICPE22', 'indices': [70, 77]}, {'text': 'ICPE2022', 'indices': [78, 87]}, {'text': 'COVID', 'indices': [156, 162]}]",[]
ravcare,ravcare,India,RAVCARE is a provider of virtual care and wellness services.,https://t.co/KXoN1DEDt7,FALSE,0,1,0,0,7,2022-05-31 07:52:51+00:00,TRUE,FALSE,Twitter Web App,,1,1,[],"[{'text': 'COVID', 'indices': [125, 131]}]","[{'url': 'https://t.co/icILnuAQ2A', 'expanded_url': 'https://censonrx.com/covid-test-kits/', 'display_url': 'censonrx.com/covid-test-kit…', 'indices': [101, 124]}]"
kerima_cevik,Kerima Cevik,somewhere in this solar system,"Creator of #AutisticWhileBlack, #AutisticAphorism. Blogs &  Tweets on neurodivergence, race, & disability justice.",https://t.co/tx111NpjCS,FALSE,6973,1553,142,7083,24901,2008-11-18 01:30:03+00:00,FALSE,FALSE,Twitter for Android,,1,3,[],"[{'text': 'COVID', 'indices': [47, 53]}]","[{'url': 'https://t.co/fWy40qyQPc', 'expanded_url': 'https://wtop.com/dc/2022/08/citing-vaccine-disparities-naacp-calls-for-expansion-of-dc-online-learning-options/', 'display_url': 'wtop.com/dc/2022/08/cit…', 'indices': [222, 245]}]"
redoctorai,re.doctor,USA,Use your smartphone camera to extract vital sign physiological parameters using transdermal optical imaging in a matter of seconds.,https://t.co/efZB1iIAL0,FALSE,0,20,0,0,8,2022-07-05 09:51:00+00:00,TRUE,FALSE,Twitter Web App,,1,1,[],"[{'text': 'COVID', 'indices': [125, 131]}]","[{'url': 'https://t.co/7bZb9A1Yim', 'expanded_url': 'https://censonrx.com/covid-test-kits/', 'display_url': 'censonrx.com/covid-test-kit…', 'indices': [101, 124]}]"
Michell97368122,GeekMish,"Currumbin, QLD, Australia 🇦🇺",NFTs 🎯 Cryptos ❤️ life 🌺beach❤️ family❤️technology ❤️ business 😂 👌,,FALSE,147,70,7,1014,447,2022-01-15 11:04:35+00:00,TRUE,FALSE,Twitter for iPhone,,0,1,"[{'screen_name': 'BoonBroAus', 'name': 'BoonBro 🇦🇺🏂❄️', 'id': 2911791824, 'id_str': '2911791824', 'indices': [0, 11]}, {'screen_name': 'AnnastaciaMP', 'name': 'Annastacia Palaszczuk', 'id': 256833444, 'id_str': '256833444', 'indices': [97, 110]}]","[{'text': 'COVID', 'indices': [148, 154]}, {'text': 'economy', 'indices': [176, 184]}, {'text': 'QLD', 'indices': [187, 191]}, {'text': 'Queensland', 'indices': [192, 203]}, {'text': 'qldstategov', 'indices': [204, 216]}]",[]
CharlesHenryC19,Charles Henry,Glasgow,"B4 Covid: jogger, weightlifter, politically neutral; 
Now breathless, dizzy, tachycardia, GI issues, brain fog, & magnet for far Right Twitter trolls
#LongCovid",,FALSE,118,132,0,11239,2344,2021-12-18 13:12:46+00:00,TRUE,FALSE,Twitter Web App,,0,2,[],"[{'text': 'Covid', 'indices': [8, 14]}, {'text': 'LongCovid', 'indices': [156, 166]}, {'text': 'SNP', 'indices': [173, 177]}]","[{'url': 'https://t.co/2F18lr7sC2', 'expanded_url': 'https://twitter.com/HumzaYousaf/status/1562733899511304193', 'display_url': 'twitter.com/HumzaYousaf/st…', 'indices': [217, 240]}]"
IndiaToday,IndiaToday,India,"Brings you news breaks: Exclusive political, entertainment, sports insight, unbiased-nonaligned. https://t.co/wok13fd4Nv",,TRUE,6136194,245,6697,4442,1063584,2009-02-02 07:21:54+00:00,TRUE,FALSE,Twitter Web App,,6,11,[],"[{'text': 'DIU', 'indices': [257, 261]}, {'text': 'Covid', 'indices': [262, 268]}, {'text': 'India', 'indices': [269, 275]}]",[]
kieronmurphy5,kieron murphy,The Midlands,"Lucky to have amazing family ❤️❤️. Proudly Irish, European, Socialist and #MUFC... #NHS and social care in my veins",,FALSE,714,368,13,30840,22530,2013-05-18 15:38:37+00:00,TRUE,FALSE,Twitter for iPhone,"Place(_api=<tweepy.api.API object at 0x0000025351E25A60>, id='14de51725dfd9486', url='https://api.twitter.com/1.1/geo/id/14de51725dfd9486.json', place_type='city', name='Hinckley', full_name='Hinckley, England', country_code='GB', country='United Kingdom', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000025351E25A60>, type='Polygon', coordinates=[[[-1.416046, 52.516077], [-1.336229, 52.516077], [-1.336229, 52.5623416], [-1.416046, 52.5623416]]]), attributes={})",1,14,"[{'screen_name': 'devisridhar', 'name': 'Prof. Devi Sridhar', 'id': 174151902, 'id_str': '174151902', 'indices': [0, 12]}]","[{'text': 'Covid', 'indices': [134, 140]}, {'text': 'ToriesUnfitToGovern', 'indices': [197, 217]}]",[]
Sionedwards,Siôn Edwards 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺🇺🇦,"Cardiff, Wales / Cilycwm","Portfolio GP, Advisor PMCAT, Interested in #healthinequality European; Cymro. @Plaid_Cymru 🏴󠁧󠁢󠁷󠁬󠁳󠁿",,FALSE,2115,4965,37,10572,14961,2009-06-01 14:58:53+00:00,FALSE,FALSE,Twitter Web App,,1,1,[],"[{'text': 'covid', 'indices': [83, 89]}]",[]
bluewendysday,PlainMsBlueWednesday🇺🇦💙#GTTO #FBPE,,"#FBPPR #FBPA #BLM #GTTO #BrexitIsACon #DontFundHate #Leveson2 NO LISTS. #HackedOff. (Blue = football team, NOT the political party). Writer. Proudly Woke",,FALSE,7593,8238,4,484232,133153,2014-01-01 22:56:17+00:00,TRUE,FALSE,Twitter for iPhone,,1,1,[],"[{'text': 'Covid', 'indices': [34, 40]}, {'text': 'MaskUp', 'indices': [229, 236]}, {'text': 'CovidIsNotOver', 'indices': [240, 255]}, {'text': 'LongCovid', 'indices': [256, 266]}]","[{'url': 'https://t.co/Zmz4of1zsy', 'expanded_url': 'https://twitter.com/LawrenceGilder/status/1562507298123132931', 'display_url': 'twitter.com/LawrenceGilder…', 'indices': [267, 290]}]"
PharmamedSC,Pharmamed Spectrum Care,Nigeria,We are a Health/Beauty company.,https://t.co/rwAAXBaCHe,FALSE,43,34,0,258,544,2020-11-14 13:34:57+00:00,TRUE,FALSE,Twitter Web App,,2,1,[],"[{'text': 'travelhealth', 'indices': [42, 55]}, {'text': 'travel', 'indices': [56, 63]}, {'text': 'travelvaccines', 'indices': [64, 79]}, {'text': 'travelclinic', 'indices': [80, 93]}, {'text': 'vaccines', 'indices': [94, 103]}, {'text': 'vaccination', 'indices': [104, 116]}, {'text': 'covid', 'indices': [117, 123]}, {'text': 'clinic', 'indices': [124, 131]}, {'text': 'pharmacy', 'indices': [132, 141]}]",[]
tibettalk,TIBETTALK,,,,FALSE,2,14,0,1,52,2022-02-21 16:03:52+00:00,TRUE,FALSE,Twitter for iPhone,,1,1,[],"[{'text': 'China', 'indices': [0, 6]}, {'text': 'covid', 'indices': [12, 18]}, {'text': 'Tibet', 'indices': [36, 42]}, {'text': 'humanity', 'indices': [102, 111]}, {'text': 'tweet', 'indices': [120, 126]}, {'text': 'retweet', 'indices': [127, 135]}]","[{'url': 'https://t.co/AnbZ00cESA', 'expanded_url': 'https://www.instagram.com/reel/Chmx4clBnPq/?igshid=MDJmNzVkMjY=', 'display_url': 'instagram.com/reel/Chmx4clBn…', 'indices': [137, 160]}]"
LibbyAWhite26,Libby White 🔰#FFBEvusheld,,"Funny, brainy, Christian, dog-Mum
Transplant recipient, immunosuppressed",,FALSE,405,469,0,8422,17039,2022-04-11 21:54:42+00:00,TRUE,FALSE,Twitter for Android,,8,9,"[{'screen_name': 'Conservatives', 'name': 'Conservatives', 'id': 14281853, 'id_str': '14281853', 'indices': [121, 135]}, {'screen_name': 'SteveBarclay', 'name': 'Steve Barclay', 'id': 269788397, 'id_str': '269788397', 'indices': [258, 271]}, {'screen_name': 'Peston', 'name': 'Robert Peston', 'id': 14157134, 'id_str': '14157134', 'indices': [272, 279]}]","[{'text': 'Covid', 'indices': [81, 87]}, {'text': 'NHS', 'indices': [103, 107]}, {'text': 'Evusheld', 'indices': [214, 223]}, {'text': 'immunocompromised', 'indices': [235, 253]}]","[{'url': 'https://t.co/LdXjKy5lrY', 'expanded_url': 'https://twitter.com/Channel4News/status/1471450662630309893', 'display_url': 'twitter.com/Channel4News/s…', 'indices': [280, 303]}]"
DimitriEynikel,Dimitri Eynikel,"Brussels, Belgium","Representative of Doctors without Borders (MSF) at EU on global access to medicines, vaccines and diagnostics @msf_access
Views =my own",https://t.co/M54bYIejTo,FALSE,1677,1043,30,4618,4718,2013-08-27 12:41:11+00:00,FALSE,FALSE,Twitter Web App,,10,13,"[{'screen_name': 'moderna_tx', 'name': 'Moderna', 'id': 2227355222, 'id_str': '2227355222', 'indices': [63, 74]}, {'screen_name': 'KEI_DC', 'name': 'KEI', 'id': 1702573032, 'id_str': '1702573032', 'indices': [245, 252]}]","[{'text': 'COVID', 'indices': [137, 143]}, {'text': 'TRIPSwaiver', 'indices': [232, 244]}]","[{'url': 'https://t.co/gg4mHNgB4e', 'expanded_url': 'https://theintercept.com/2022/08/23/covid-vaccine-patents-moderna-big-pharma-section-1498/', 'display_url': 'theintercept.com/2022/08/23/cov…', 'indices': [254, 277]}]"
hillww1,William Hill,,,,FALSE,379,777,72,117236,179466,2010-12-26 19:49:54+00:00,TRUE,TRUE,Twitter for Android,"Place(_api=<tweepy.api.API object at 0x0000025351E25A60>, id='00486f39ae8bd30d', url='https://api.twitter.com/1.1/geo/id/00486f39ae8bd30d.json', place_type='city', name='Ilford', full_name='Ilford, London', country_code='GB', country='United Kingdom', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000025351E25A60>, type='Polygon', coordinates=[[[0.0103975, 51.543815], [0.147328, 51.543815], [0.147328, 51.626165], [0.0103975, 51.626165]]]), attributes={})",0,0,"[{'screen_name': 'Independent', 'name': 'The Independent', 'id': 16973333, 'id_str': '16973333', 'indices': [0, 12]}]","[{'text': 'Covid', 'indices': [29, 35]}]",[]
JInfo4us,JustInfo4us,,,,FALSE,2464,2643,2,8837,218871,2018-12-30 14:57:27+00:00,TRUE,FALSE,Zapier.com,,1,1,[],"[{'text': 'employment', 'indices': [66, 77]}, {'text': 'jobs', 'indices': [78, 83]}, {'text': 'hiring', 'indices': [84, 91]}, {'text': 'job', 'indices': [92, 96]}, {'text': 'jobsearch', 'indices': [97, 107]}, {'text': 'recruitment', 'indices': [108, 120]}, {'text': 'career', 'indices': [121, 128]}, {'text': 'work', 'indices': [129, 134]}, {'text': 'careers', 'indices': [135, 143]}, {'text': 'recruiting', 'indices': [144, 155]}, {'text': 'nowhiring', 'indices': [156, 166]}, {'text': 'business', 'indices': [167, 176]}, {'text': 'resume', 'indices': [177, 184]}, {'text': 'jobseekers', 'indices': [185, 196]}, {'text': 'hr', 'indices': [197, 200]}, {'text': 'jobhunt', 'indices': [201, 209]}, {'text': 'staffing', 'indices': [210, 219]}, {'text': 'humanresources', 'indices': [220, 235]}, {'text': 'jobopening', 'indices': [236, 247]}, {'text': 'jobseeker', 'indices': [248, 258]}, {'text': 'covid', 'indices': [259, 265]}, {'text': 'recruiter', 'indices': [266, 276]}, {'text': 'in', 'indices': [277, 280]}]","[{'url': 'https://t.co/QAw0ZSEr1z', 'expanded_url': 'https://zpr.io/mRkJDxFACWEc', 'display_url': 'zpr.io/mRkJDxFACWEc', 'indices': [42, 65]}]"
